iter	Passed	Remaining
375	2417	10442
376	2424	10435
377	2429	10426
378	2435	10417
379	2441	10407
380	2447	10402
381	2453	10394
382	2460	10387
383	2466	10380
384	2473	10374
385	2479	10367
386	2485	10360
387	2491	10351
388	2497	10344
389	2503	10334
390	2509	10327
391	2515	10319
392	2522	10313
393	2528	10307
394	2534	10300
395	2541	10295
396	2547	10287
397	2554	10281
398	2561	10277
399	2568	10272
400	2575	10270
401	2583	10268
402	2590	10265
403	2596	10257
404	2602	10249
405	2608	10241
406	2614	10233
407	2620	10223
408	2625	10214
409	2631	10205
410	2638	10199
411	2643	10189
412	2649	10181
413	2655	10174
414	2661	10163
415	2666	10152
416	2671	10143
417	2677	10135
418	2683	10126
419	2689	10117
420	2694	10107
421	2700	10099
422	2706	10089
423	2712	10082
424	2718	10072
425	2723	10064
426	2729	10055
427	2735	10045
428	2740	10035
429	2745	10025
430	2751	10017
431	2758	10010
432	2763	10002
433	2769	9993
434	2775	9984
435	2781	9976
436	2786	9967
437	2793	9962
438	2800	9959
439	2806	9949
440	2812	9941
441	2818	9933
442	2824	9925
443	2829	9916
444	2834	9906
445	2840	9897
446	2846	9888
447	2852	9881
448	2857	9871
449	2863	9862
450	2869	9855
451	2876	9850
452	2882	9842
453	2887	9833
454	2894	9827
455	2900	9820
456	2906	9813
457	2911	9803
458	2917	9793
459	2922	9784
460	2928	9775
461	2934	9767
462	2940	9760
463	2946	9752
464	2952	9745
465	2958	9737
466	2965	9733
467	2970	9724
468	2976	9715
469	2982	9707
470	2988	9700
471	2993	9691
472	3000	9687
473	3006	9679
474	3012	9671
475	3018	9663
476	3023	9654
477	3029	9647
478	3035	9639
479	3041	9632
480	3048	9626
481	3054	9621
482	3060	9613
483	3066	9606
484	3072	9597
485	3077	9588
486	3084	9581
487	3090	9576
488	3096	9569
489	3103	9564
490	3109	9557
491	3116	9551
492	3123	9549
493	3129	9541
494	3136	9535
495	3141	9527
496	3148	9520
497	3153	9512
498	3159	9505
499	3166	9499
500	3172	9490
501	3178	9483
502	3183	9475
503	3189	9467
504	3195	9459
505	3200	9450
506	3207	9445
507	3213	9438
508	3220	9432
509	3226	9426
510	3232	9418
511	3238	9411
512	3244	9403
513	3250	9396
514	3255	9388
515	3261	9380
516	3267	9371
517	3273	9365
518	3279	9357
519	3284	9349
520	3290	9341
521	3295	9332
522	3301	9324
523	3308	9317
524	3313	9309
525	3320	9304
526	3325	9295
527	3331	9288
528	3337	9281
529	3343	9273
530	3348	9264
531	3354	9256
532	3360	9248
533	3366	9241
534	3372	9234
535	3377	9225
536	3382	9216
537	3388	9207
538	3394	9200
539	3399	9192
540	3405	9184
541	3411	9177
542	3417	9168
543	3422	9159
544	3427	9150
545	3433	9142
546	3438	9134
547	3443	9125
548	3450	9119
549	3455	9110
550	3461	9102
551	3466	9094
552	3472	9086
553	3478	9078
554	3483	9069
555	3489	9061
556	3494	9054
557	3500	9046
558	3506	9039
559	3512	9031
560	3517	9022
561	3522	9013
562	3529	9007
563	3534	9000
564	3540	8993
565	3546	8986
566	3552	8977
567	3557	8969
568	3563	8961
569	3568	8952
570	3574	8944
571	3579	8937
572	3585	8928
573	3591	8921
574	3597	8914
575	3603	8908
576	3610	8903
577	3616	8896
578	3622	8891
579	3629	8884
580	3635	8877
581	3641	8873
582	3648	8866
583	3654	8860
584	3660	8854
585	3667	8849
586	3673	8841
587	3678	8834
588	3685	8827
589	3690	8820
590	3696	8813
591	3702	8806
592	3708	8799
593	3714	8791
594	3721	8786
595	3727	8780
596	3733	8773
597	3739	8767
598	3746	8761
599	3752	8755
600	3758	8748
601	3764	8742
602	3771	8736
603	3776	8728
604	3782	8722
605	3788	8714
606	3794	8707
607	3800	8700
608	3806	8694
609	3812	8687
610	3818	8681
611	3827	8680
612	3833	8673
613	3839	8667
614	3846	8661
615	3853	8657
616	3859	8651
617	3866	8646
618	3872	8639
619	3879	8634
620	3884	8626
621	3891	8620
622	3897	8614
623	3904	8609
624	3910	8603
625	3916	8597
626	3923	8590
627	3929	8584
628	3935	8578
629	3942	8574
630	3948	8566
631	3955	8561
632	3961	8555
633	3968	8551
634	3975	8546
635	3981	8539
636	3988	8534
637	3995	8528
638	4002	8524
639	4008	8517
640	4015	8514
641	4022	8509
642	4029	8503
643	4036	8498
644	4043	8494
645	4050	8489
646	4057	8484
647	4063	8478
648	4070	8473
649	4076	8466
650	4082	8459
651	4088	8453
652	4094	8446
653	4100	8439
654	4106	8431
655	4112	8425
656	4119	8421
657	4125	8414
658	4132	8409
659	4139	8403
660	4145	8396
661	4151	8391
662	4158	8385
663	4164	8378
664	4170	8372
665	4176	8365
666	4183	8360
667	4189	8352
668	4195	8346
669	4200	8339
670	4207	8333
671	4213	8326
672	4219	8320
673	4227	8316
674	4233	8310
675	4240	8304
676	4247	8300
677	4253	8294
678	4260	8288
679	4267	8284
680	4273	8277
681	4280	8271
682	4287	8267
683	4294	8261
684	4300	8255
685	4306	8249
686	4312	8242
687	4318	8236
688	4324	8228
689	4331	8224
690	4338	8218
691	4343	8210
692	4350	8204
693	4356	8197
694	4362	8191
695	4368	8184
696	4375	8179
697	4381	8173
698	4387	8166
699	4393	8160
700	4400	8154
701	4406	8147
702	4412	8140
703	4417	8133
704	4424	8127
705	4431	8121
706	4437	8115
707	4443	8109
708	4449	8102
709	4455	8096
710	4462	8089
711	4468	8083
712	4475	8078
713	4481	8072
714	4487	8065
715	4493	8058
716	4499	8051
717	4505	8044
718	4511	8037
719	4518	8032
720	4524	8026
721	4531	8020
722	4537	8014
723	4544	8009
724	4550	8003
725	4556	7996
726	4562	7989
727	4568	7983
728	4574	7976
729	4580	7969
730	4587	7963
731	4592	7955
732	4599	7949
733	4605	7943
734	4611	7936
735	4617	7929
736	4623	7923
737	4630	7917
738	4635	7910
739	4642	7905
740	4648	7897
741	4654	7891
742	4660	7884
743	4666	7877
744	4672	7871
745	4679	7865
746	4685	7859
747	4691	7852
748	4696	7844
749	4702	7837
750	4708	7830
751	4715	7824
752	4720	7817
753	4727	7812
754	4735	7808
755	4741	7802
756	4748	7796
757	4754	7790
758	4761	7784
759	4767	7778
760	4774	7773
761	4781	7768
762	4788	7762
763	4794	7756
764	4801	7751
765	4808	7746
766	4815	7741
767	4822	7735
768	4828	7729
769	4835	7723
770	4841	7717
771	4847	7710
772	4852	7703
773	4858	7695
774	4864	7688
775	4871	7683
776	4877	7676
777	4883	7670
778	4889	7664
779	4895	7657
780	4901	7651
781	4907	7643
782	4913	7636
783	4919	7629
784	4925	7623
785	4931	7617
786	4937	7610
787	4943	7604
788	4950	7598
789	4956	7592
790	4963	7586
791	4969	7579
792	4976	7574
793	4981	7566
794	4988	7560
795	4994	7554
796	5001	7549
797	5008	7543
798	5014	7537
799	5020	7531
800	5027	7526
801	5034	7519
802	5040	7513
803	5047	7508
804	5053	7501
805	5059	7495
806	5066	7489
807	5072	7483
808	5079	7477
809	5085	7471
810	5092	7465
811	5098	7459
812	5104	7453
813	5111	7447
814	5117	7440
815	5123	7433
816	5129	7427
817	5136	7421
818	5142	7415
819	5149	7409
820	5155	7402
821	5162	7398
822	5168	7392
823	5175	7385
824	5181	7379
825	5187	7373
826	5193	7366
827	5199	7359
828	5205	7353
829	5212	7347
830	5218	7341
831	5225	7335
832	5231	7328
833	5237	7322
834	5243	7315
835	5249	7309
836	5255	7303
837	5262	7297
838	5268	7290
839	5276	7286
840	5282	7279
841	5289	7273
842	5294	7267
843	5300	7260
844	5306	7253
845	5313	7247
846	5319	7241
847	5325	7234
848	5331	7227
849	5338	7222
850	5344	7216
851	5351	7210
852	5357	7204
853	5363	7197
854	5370	7191
855	5375	7184
856	5381	7178
857	5388	7172
858	5394	7165
859	5400	7159
860	5406	7152
861	5413	7146
862	5420	7140
863	5426	7134
864	5432	7128
865	5439	7122
866	5447	7118
867	5454	7113
868	5461	7107
869	5468	7102
870	5474	7096
871	5481	7090
872	5487	7084
873	5494	7079
874	5501	7073
875	5507	7067
876	5515	7062
877	5522	7056
878	5528	7050
879	5533	7043
880	5540	7037
881	5546	7030
882	5552	7023
883	5559	7018
884	5565	7012
885	5571	7005
886	5577	6998
887	5582	6991
888	5588	6984
889	5595	6978
890	5602	6972
891	5608	6966
892	5614	6959
893	5620	6953
894	5626	6946
895	5632	6940
896	5638	6932
897	5644	6926
898	5650	6919
899	5656	6913
900	5662	6907
901	5668	6900
902	5675	6894
903	5681	6887
904	5686	6880
905	5692	6874
906	5698	6867
907	5705	6861
908	5711	6855
909	5718	6849
910	5724	6842
911	5730	6836
912	5736	6829
913	5742	6823
914	5748	6816
915	5754	6809
916	5760	6803
917	5766	6796
918	5772	6790
919	5779	6784
920	5785	6777
921	5791	6771
922	5797	6764
923	5803	6758
924	5810	6752
925	5815	6745
926	5821	6738
927	5827	6731
928	5833	6725
929	5839	6718
930	5845	6712
931	5852	6706
932	5858	6699
933	5865	6694
934	5871	6687
935	5877	6680
936	5883	6674
937	5889	6667
938	5894	6660
939	5900	6654
940	5906	6647
941	5913	6641
942	5919	6634
943	5925	6628
944	5930	6621
945	5936	6614
946	5942	6607
947	5948	6600
948	5954	6594
949	5960	6588
950	5966	6581
951	5973	6576
952	5979	6569
953	5985	6562
954	5991	6555
955	5996	6548
956	6002	6542
957	6009	6535
958	6014	6529
959	6021	6523
960	6028	6517
961	6036	6513
962	6043	6508
963	6050	6502
964	6057	6497
965	6064	6491
966	6071	6486
967	6078	6480
968	6084	6474
969	6091	6468
970	6098	6462
971	6104	6455
972	6110	6450
973	6116	6443
974	6123	6437
975	6130	6431
976	6136	6425
977	6143	6419
978	6149	6413
979	6157	6408
980	6163	6402
981	6170	6396
982	6176	6389
983	6182	6383
984	6189	6378
985	6196	6371
986	6201	6365
987	6207	6358
988	6213	6351
989	6220	6345
990	6226	6339
991	6233	6333
992	6239	6327
993	6245	6320
994	6251	6314
995	6256	6307
996	6262	6299
997	6268	6293
998	6274	6287
999	6280	6280
1000	6287	6274
1001	6293	6268
1002	6299	6261
1003	6305	6255
1004	6312	6249
1005	6318	6243
1006	6325	6237
1007	6330	6230
1008	6337	6224
1009	6344	6218
1010	6349	6211
1011	6355	6204
1012	6361	6198
1013	6369	6193
1014	6375	6187
1015	6382	6181
1016	6389	6175
1017	6396	6170
1018	6402	6164
1019	6408	6157
1020	6415	6151
1021	6421	6145
1022	6427	6138
1023	6434	6132
1024	6440	6126
1025	6447	6120
1026	6454	6114
1027	6459	6108
1028	6466	6101
1029	6473	6096
1030	6479	6089
1031	6485	6082
1032	6491	6076
1033	6497	6070
1034	6503	6063
1035	6509	6057
1036	6516	6051
1037	6522	6044
1038	6529	6038
1039	6535	6032
1040	6541	6026
1041	6547	6020
1042	6554	6014
1043	6560	6007
1044	6566	6000
1045	6573	5994
1046	6579	5988
1047	6585	5981
1048	6591	5975
1049	6597	5969
1050	6603	5962
1051	6609	5956
1052	6615	5949
1053	6621	5943
1054	6627	5936
1055	6633	5929
1056	6639	5923
1057	6645	5916
1058	6651	5910
1059	6657	5904
1060	6664	5897
1061	6670	5891
1062	6678	5886
1063	6684	5880
1064	6690	5873
1065	6695	5866
1066	6700	5859
1067	6706	5852
1068	6712	5846
1069	6718	5839
1070	6725	5833
1071	6730	5826
1072	6736	5819
1073	6741	5812
1074	6747	5805
1075	6753	5799
1076	6759	5792
1077	6766	5787
1078	6771	5780
1079	6780	5775
1080	6786	5769
1081	6792	5762
1082	6798	5756
1083	6804	5749
1084	6809	5742
1085	6815	5736
1086	6822	5730
1087	6828	5723
1088	6833	5716
1089	6840	5710
1090	6845	5703
1091	6850	5696
1092	6856	5689
1093	6861	5682
1094	6868	5676
1095	6873	5669
1096	6880	5663
1097	6885	5656
1098	6891	5649
1099	6896	5642
1100	6902	5636
1101	6907	5629
1102	6913	5622
1103	6918	5615
1104	6924	5608
1105	6930	5601
1106	6935	5594
1107	6941	5588
1108	6946	5581
1109	6952	5574
1110	6957	5567
1111	6963	5560
1112	6969	5554
1113	6975	5547
1114	6981	5541
1115	6987	5535
1116	6993	5528
1117	6999	5521
1118	7004	5515
1119	7010	5508
1120	7016	5501
1121	7022	5495
1122	7028	5488
1123	7034	5482
1124	7040	5476
1125	7046	5469
1126	7052	5463
1127	7058	5456
1128	7065	5450
1129	7072	5445
1130	7079	5439
1131	7086	5433
1132	7091	5426
1133	7098	5420
1134	7104	5414
1135	7110	5407
1136	7115	5401
1137	7122	5394
1138	7127	5387
1139	7133	5381
1140	7139	5374
1141	7145	5368
1142	7152	5362
1143	7159	5356
1144	7165	5350
1145	7172	5344
1146	7178	5338
1147	7184	5331
1148	7190	5325
1149	7195	5318
1150	7201	5311
1151	7206	5305
1152	7213	5298
1153	7219	5292
1154	7225	5285
1155	7231	5279
1156	7236	5272
1157	7242	5265
1158	7248	5259
1159	7254	5252
1160	7260	5246
1161	7266	5240
1162	7272	5233
1163	7277	5226
1164	7283	5220
1165	7289	5213
1166	7294	5207
1167	7300	5200
1168	7306	5193
1169	7312	5187
1170	7317	5180
1171	7323	5174
1172	7329	5167
1173	7335	5160
1174	7340	5154
1175	7346	5147
1176	7352	5140
1177	7357	5134
1178	7363	5127
1179	7369	5120
1180	7374	5113
1181	7380	5107
1182	7385	5100
1183	7391	5093
1184	7396	5087
1185	7402	5080
1186	7408	5074
1187	7413	5067
1188	7419	5060
1189	7424	5053
1190	7430	5046
1191	7435	5040
1192	7441	5033
1193	7446	5026
1194	7451	5019
1195	7457	5013
1196	7462	5006
1197	7468	4999
1198	7473	4992
1199	7478	4985
1200	7484	4979
1201	7490	4972
1202	7495	4966
1203	7501	4959
1204	7507	4952
1205	7513	4946
1206	7518	4939
1207	7523	4932
1208	7529	4926
1209	7536	4920
1210	7543	4914
1211	7549	4908
1212	7554	4901
1213	7559	4894
1214	7565	4887
1215	7570	4881
1216	7576	4874
1217	7582	4868
1218	7587	4861
1219	7593	4854
1220	7598	4847
1221	7604	4841
1222	7609	4834
1223	7615	4828
1224	7620	4821
1225	7626	4814
1226	7632	4808
1227	7637	4801
1228	7643	4795
1229	7649	4788
1230	7654	4781
1231	7660	4775
1232	7666	4768
1233	7672	4762
1234	7678	4756
1235	7683	4749
1236	7689	4743
1237	7695	4736
1238	7701	4730
1239	7707	4723
1240	7712	4717
1241	7719	4711
1242	7725	4705
1243	7732	4698
1244	7737	4692
1245	7744	4686
1246	7749	4679
1247	7755	4673
1248	7761	4666
1249	7767	4660
1250	7773	4654
1251	7780	4648
1252	7785	4641
1253	7791	4635
1254	7796	4628
1255	7802	4621
1256	7807	4615
1257	7813	4608
1258	7819	4602
1259	7825	4595
1260	7831	4589
1261	7837	4583
1262	7842	4576
1263	7848	4570
1264	7854	4563
1265	7860	4557
1266	7866	4551
1267	7873	4545
1268	7879	4538
1269	7884	4532
1270	7890	4525
1271	7897	4519
1272	7902	4513
1273	7908	4506
1274	7915	4500
1275	7921	4494
1276	7927	4488
1277	7933	4481
1278	7939	4475
1279	7944	4468
1280	7950	4462
1281	7956	4455
1282	7961	4449
1283	7967	4443
1284	7974	4436
1285	7980	4430
1286	7985	4423
1287	7991	4417
1288	7997	4411
1289	8003	4405
1290	8010	4399
1291	8016	4392
1292	8022	4386
1293	8028	4380
1294	8033	4373
1295	8039	4367
1296	8045	4361
1297	8052	4354
1298	8058	4348
1299	8064	4342
1300	8070	4336
1301	8077	4330
1302	8082	4323
1303	8089	4317
1304	8096	4311
1305	8103	4305
1306	8109	4299
1307	8115	4293
1308	8122	4287
1309	8127	4281
1310	8134	4274
1311	8139	4268
1312	8145	4262
1313	8151	4255
1314	8157	4249
1315	8164	4243
1316	8170	4237
1317	8175	4230
1318	8181	4224
1319	8187	4217
1320	8193	4211
1321	8199	4205
1322	8206	4199
1323	8212	4192
1324	8218	4186
1325	8224	4180
1326	8230	4173
1327	8235	4167
1328	8241	4160
1329	8247	4154
1330	8252	4148
1331	8258	4141
1332	8263	4134
1333	8268	4128
1334	8274	4121
1335	8279	4115
1336	8285	4108
1337	8291	4102
1338	8296	4095
1339	8303	4089
1340	8309	4083
1341	8314	4076
1342	8321	4070
1343	8327	4064
1344	8333	4058
1345	8339	4051
1346	8344	4045
1347	8350	4038
1348	8355	4032
1349	8361	4025
1350	8367	4019
1351	8372	4012
1352	8378	4006
1353	8383	3999
1354	8389	3993
1355	8395	3987
1356	8401	3980
1357	8407	3974
1358	8413	3968
1359	8419	3962
1360	8425	3955
1361	8431	3949
1362	8436	3942
1363	8442	3936
1364	8447	3929
1365	8453	3923
1366	8459	3917
1367	8465	3911
1368	8471	3904
1369	8477	3898
1370	8482	3891
1371	8488	3885
1372	8495	3879
1373	8500	3873
1374	8507	3867
1375	8513	3860
1376	8518	3854
1377	8524	3847
1378	8530	3841
1379	8536	3835
1380	8541	3828
1381	8547	3822
1382	8553	3816
1383	8559	3809
1384	8564	3803
1385	8570	3796
1386	8576	3790
1387	8582	3783
1388	8587	3777
1389	8593	3771
1390	8598	3764
1391	8604	3758
1392	8611	3752
1393	8616	3745
1394	8622	3739
1395	8628	3733
1396	8634	3726
1397	8639	3720
1398	8644	3713
1399	8650	3707
1400	8655	3700
1401	8661	3694
1402	8666	3687
1403	8671	3681
1404	8677	3674
1405	8683	3668
1406	8688	3662
1407	8695	3655
1408	8700	3649
1409	8706	3643
1410	8711	3636
1411	8717	3630
1412	8723	3623
1413	8729	3617
1414	8734	3611
1415	8739	3604
1416	8745	3598
1417	8751	3591
1418	8756	3585
1419	8762	3578
1420	8767	3572
1421	8774	3566
1422	8780	3560
1423	8786	3554
1424	8792	3547
1425	8812	3547
1426	8817	3540
1427	8824	3534
1428	8829	3527
1429	8834	3521
1430	8839	3514
1431	8845	3508
1432	8850	3502
1433	8855	3495
1434	8860	3488
1435	8866	3482
1436	8872	3476
1437	8877	3469
1438	8882	3463
1439	8888	3456
1440	8893	3450
1441	8899	3443
1442	8905	3437
1443	8911	3431
1444	8917	3424
1445	8923	3418
1446	8928	3412
1447	8934	3405
1448	8940	3399
1449	8945	3393
1450	8951	3386
1451	8957	3380
1452	8963	3374
1453	8968	3367
1454	8975	3361
1455	8980	3355
1456	8986	3349
1457	8992	3343
1458	8999	3336
1459	9005	3330
1460	9012	3324
1461	9018	3318
1462	9023	3312
1463	9029	3305
1464	9034	3299
1465	9041	3293
1466	9047	3287
1467	9053	3281
1468	9059	3274
1469	9064	3268
1470	9070	3261
1471	9076	3255
1472	9082	3249
1473	9088	3243
1474	9096	3237
1475	9101	3231
1476	9107	3224
1477	9113	3218
1478	9118	3212
1479	9124	3205
1480	9132	3200
1481	9138	3194
1482	9143	3187
1483	9149	3181
1484	9156	3175
1485	9163	3169
1486	9169	3163
1487	9176	3157
1488	9182	3151
1489	9188	3144
1490	9193	3138
1491	9198	3132
1492	9205	3125
1493	9211	3119
1494	9217	3113
1495	9223	3107
1496	9229	3100
1497	9234	3094
1498	9241	3088
1499	9247	3082
1500	9253	3076
1501	9259	3069
1502	9265	3063
1503	9271	3057
1504	9277	3051
1505	9283	3045
1506	9289	3038
1507	9295	3032
1508	9301	3026
1509	9307	3020
1510	9313	3014
1511	9319	3008
1512	9325	3001
1513	9331	2995
1514	9337	2989
1515	9343	2983
1516	9348	2976
1517	9354	2970
1518	9360	2964
1519	9366	2957
1520	9372	2951
1521	9377	2945
1522	9383	2938
1523	9389	2932
1524	9394	2926
1525	9400	2919
1526	9406	2913
1527	9413	2907
1528	9418	2901
1529	9425	2895
1530	9430	2888
1531	9436	2882
1532	9441	2876
1533	9447	2870
1534	9453	2863
1535	9459	2857
1536	9466	2851
1537	9472	2845
1538	9477	2839
1539	9483	2832
1540	9489	2826
1541	9495	2820
1542	9501	2814
1543	9507	2807
1544	9513	2801
1545	9519	2795
1546	9525	2789
1547	9530	2782
1548	9536	2776
1549	9541	2770
1550	9547	2763
1551	9553	2757
1552	9559	2751
1553	9564	2745
1554	9570	2738
1555	9576	2732
1556	9582	2726
1557	9588	2720
1558	9593	2713
1559	9599	2707
1560	9605	2701
1561	9610	2694
1562	9617	2688
1563	9623	2682
1564	9629	2676
1565	9636	2670
1566	9641	2664
1567	9647	2658
1568	9653	2651
1569	9659	2645
1570	9665	2639
1571	9670	2633
1572	9677	2626
1573	9682	2620
1574	9689	2614
1575	9694	2608
1576	9700	2601
1577	9705	2595
1578	9711	2589
1579	9717	2583
1580	9723	2577
1581	9729	2570
1582	9734	2564
1583	9740	2557
1584	9745	2551
1585	9751	2545
1586	9757	2539
1587	9763	2533
1588	9769	2526
1589	9775	2520
1590	9780	2514
1591	9786	2508
1592	9792	2501
1593	9798	2495
1594	9804	2489
1595	9810	2483
1596	9815	2476
1597	9821	2470
1598	9826	2464
1599	9832	2458
1600	9838	2451
1601	9844	2445
1602	9850	2439
1603	9856	2433
1604	9861	2427
1605	9867	2420
1606	9873	2414
1607	9879	2408
1608	9885	2402
1609	9891	2396
1610	9897	2389
1611	9902	2383
1612	9908	2377
1613	9914	2371
1614	9920	2364
1615	9926	2358
1616	9932	2352
1617	9938	2346
1618	9944	2340
1619	9949	2333
1620	9955	2327
1621	9961	2321
1622	9967	2315
1623	9973	2309
1624	9979	2302
1625	9985	2296
1626	9990	2290
1627	9995	2283
1628	10001	2277
1629	10006	2271
1630	10012	2265
1631	10017	2258
1632	10022	2252
1633	10028	2246
1634	10034	2240
1635	10039	2233
1636	10044	2227
1637	10049	2220
1638	10055	2214
1639	10060	2208
1640	10066	2202
1641	10072	2196
1642	10078	2189
1643	10083	2183
1644	10089	2177
1645	10094	2171
1646	10100	2164
1647	10107	2158
1648	10112	2152
1649	10118	2146
1650	10124	2140
1651	10130	2133
1652	10135	2127
1653	10141	2121
1654	10147	2115
1655	10152	2109
1656	10158	2102
1657	10163	2096
1658	10169	2090
1659	10175	2084
1660	10181	2077
1661	10186	2071
1662	10192	2065
1663	10197	2059
1664	10203	2052
1665	10209	2046
1666	10215	2040
1667	10221	2034
1668	10228	2028
1669	10233	2022
1670	10240	2016
1671	10246	2009
1672	10251	2003
1673	10257	1997
1674	10263	1991
1675	10269	1985
1676	10274	1979
1677	10280	1972
1678	10285	1966
1679	10291	1960
