iter	Logloss
154	0.3263114721
155	0.3252963148
156	0.3239602045
157	0.3229561915
158	0.3215165897
159	0.3200269228
160	0.3188106149
161	0.3176785722
162	0.3162197822
163	0.3152424876
164	0.3143764996
165	0.3127849287
166	0.3120446984
167	0.3110802703
168	0.3105884925
169	0.3096925895
170	0.3082441725
171	0.3070067257
172	0.3060058015
173	0.3050255654
174	0.3037897135
175	0.302809643
176	0.300743188
177	0.2996091864
178	0.2983454561
179	0.2977274994
180	0.2967214261
181	0.2953524078
182	0.2946074366
183	0.2932561901
184	0.2917227412
185	0.2902498058
186	0.2885874443
187	0.2877900209
188	0.2863115026
189	0.2853520073
190	0.2835088326
191	0.2821710974
192	0.2813601152
193	0.2803320052
194	0.2794570891
195	0.2787737791
196	0.2777692883
197	0.2767254365
198	0.2757910528
199	0.2753307784
200	0.2744098096
201	0.273215022
202	0.2723761932
203	0.2716061583
204	0.2709664065
205	0.2700707423
206	0.2692810153
207	0.2682584323
208	0.2675282027
209	0.2665104619
210	0.2654294838
211	0.2644262196
212	0.2636950848
213	0.262488387
214	0.2615612394
215	0.2601577329
216	0.2590982103
217	0.2584993281
218	0.2579336298
219	0.2567732365
220	0.2548699495
221	0.2539473019
222	0.2527061091
223	0.2519374087
224	0.2511322966
225	0.250192835
226	0.2491461867
227	0.2481130539
228	0.2471289502
229	0.2458009153
230	0.2452498216
231	0.2441175925
232	0.2435584996
233	0.2427606528
234	0.2424877643
235	0.2417495166
236	0.2404587854
237	0.2396680497
238	0.2391560438
239	0.2382747232
240	0.2371780274
241	0.2361632338
242	0.234554199
243	0.2338096879
244	0.2335201372
245	0.232984793
246	0.232223582
247	0.231252946
248	0.230805224
249	0.2297767662
250	0.2291372421
251	0.2281873605
252	0.2273371642
253	0.2263269969
254	0.2255260456
255	0.2249087558
256	0.2242042715
257	0.223408885
258	0.2227435067
259	0.2220233716
260	0.22120344
261	0.2201482233
262	0.2196787675
263	0.21877674
264	0.2177717408
265	0.2174769496
266	0.2167813181
267	0.2160377429
268	0.2152577369
269	0.2146444063
270	0.2134683458
271	0.2122218279
272	0.2112145535
273	0.2104952315
274	0.2093615509
275	0.2085339512
276	0.2078652718
277	0.20705068
278	0.2064474463
279	0.2059759504
280	0.2055159898
281	0.2047032125
282	0.2035168066
283	0.2026597299
284	0.2019315078
285	0.2015903878
286	0.2012998554
287	0.2006936079
288	0.2000966349
289	0.1995129669
290	0.1990113249
291	0.1982276706
292	0.1975669938
293	0.1969000823
294	0.1961370956
295	0.1954748291
296	0.1950828012
297	0.1943164315
298	0.1937299858
299	0.193273071
300	0.1926455668
301	0.1918874322
302	0.1913189104
303	0.1907329444
304	0.1904143725
305	0.1900361487
306	0.1893402558
307	0.1888228025
308	0.1881395839
309	0.1876137355
310	0.1869861769
311	0.1860091068
312	0.1851905911
313	0.184671344
314	0.1841951973
315	0.1833759346
316	0.1827566591
317	0.1820352549
318	0.1814917068
319	0.1809828267
320	0.1805762491
321	0.1801193453
322	0.1796153709
323	0.1789039774
324	0.1782758709
325	0.1780638628
326	0.177492449
327	0.1769431854
328	0.1760574629
329	0.175383669
330	0.1749747337
331	0.1743719633
332	0.1737517427
333	0.1729892437
334	0.1725658485
335	0.1719851497
336	0.1712949035
337	0.1706742639
338	0.1703514365
339	0.1695452402
340	0.1688422155
341	0.1683585077
342	0.1680173912
343	0.167417286
344	0.1668504502
345	0.1663569908
346	0.1657284464
347	0.1654799515
348	0.1649127446
349	0.1643063358
350	0.1636556189
351	0.1632656372
352	0.1627976316
353	0.1621602425
354	0.1614478613
355	0.1609192198
356	0.1605668838
357	0.1600200963
358	0.1596220355
359	0.159074282
360	0.1584078275
361	0.1581692268
362	0.1574648493
363	0.1570843148
364	0.1564213449
365	0.1558746228
366	0.1552492244
367	0.1546915977
368	0.1543098097
369	0.1538450231
370	0.1532476682
371	0.152654044
372	0.1521812223
373	0.1516266425
374	0.1513318998
375	0.1505688604
376	0.1500460841
377	0.149562409
378	0.1490799039
379	0.148732976
380	0.1483780578
381	0.1479040901
382	0.147355763
383	0.1468818933
384	0.146483124
385	0.1459438687
386	0.1456039493
387	0.1452386731
388	0.144582462
389	0.1441443417
390	0.1437193288
391	0.1429265246
392	0.1424223709
393	0.1420294438
394	0.1413680687
395	0.1408515897
396	0.1403314669
397	0.1396309083
398	0.1393140703
399	0.1388566242
400	0.1383413761
401	0.1377520018
402	0.1372923113
403	0.1368853645
404	0.136423266
405	0.1360593736
406	0.1356924881
407	0.1351235761
408	0.1345593974
409	0.1341794092
410	0.1336098748
411	0.133393915
412	0.133105702
413	0.1323622377
414	0.1319142114
415	0.1314107209
416	0.1309874018
417	0.1306855225
418	0.1302426406
419	0.1297518307
420	0.1294831884
421	0.1292401769
422	0.1288125191
423	0.1285043347
424	0.1281330551
425	0.1277633037
426	0.1272074427
427	0.1269082356
428	0.1264860255
429	0.1261437924
430	0.1258036546
431	0.1254200283
432	0.1252223788
433	0.1248225118
434	0.1243680367
435	0.1239598369
436	0.1234374182
437	0.1226810667
438	0.1224390211
439	0.121779125
440	0.121469781
441	0.1210772771
442	0.1207033858
443	0.1202986756
444	0.1198290284
445	0.1194541994
446	0.1191172943
447	0.1187271828
448	0.1184410187
449	0.1180760374
450	0.1177595854
451	0.1172921872
452	0.1170253724
453	0.1165815883
454	0.1161924983
455	0.1158343246
456	0.115514534
457	0.1151484997
458	0.1146865215
459	0.1143154709
460	0.1139813689
461	0.1135169229
462	0.1131898916
463	0.1129403724
464	0.1125366604
465	0.1121068263
466	0.1117817336
467	0.1113884623
468	0.1111275821
469	0.1105682278
470	0.1101473133
471	0.1098437934
472	0.1094626814
473	0.1091567978
474	0.1088293896
475	0.1085837531
476	0.1081328168
477	0.1078807289
478	0.1073772098
479	0.1068524899
480	0.1065951264
481	0.1063132136
482	0.1059510923
483	0.1056427489
484	0.1052635301
485	0.1047610923
486	0.1044507875
487	0.1040939258
488	0.1038512198
489	0.103599203
490	0.1031792911
491	0.1028385317
492	0.1024099465
493	0.1021414519
494	0.1017654328
495	0.1015688775
496	0.101250565
497	0.1010131808
498	0.1006872406
499	0.1004262163
500	0.1001029682
501	0.09971959582
502	0.09941165172
503	0.09915242094
504	0.09888648964
505	0.09857773548
506	0.09824743133
507	0.09784480947
508	0.09757251613
509	0.09736051832
510	0.0970581249
511	0.09679240904
512	0.09645453156
513	0.09630449748
514	0.09604221265
515	0.09569573193
516	0.0953353873
517	0.09504216705
518	0.09476321492
519	0.09447493009
520	0.09406667727
521	0.09371199393
522	0.0935357116
523	0.09329560499
524	0.09303795192
525	0.09281115975
526	0.09249471821
527	0.09210010836
528	0.09182049285
529	0.09139786667
530	0.09104974856
531	0.09081031386
532	0.09047347879
533	0.0902387602
534	0.08988253093
535	0.08966770093
536	0.08934682513
537	0.08919013174
538	0.08893769444
539	0.08856865057
540	0.08823518835
541	0.08794527871
542	0.08767430872
543	0.08746982123
544	0.08719416859
545	0.08699354915
546	0.0866287615
547	0.08634418383
548	0.08602613778
549	0.08584364099
550	0.08556539643
551	0.08512494413
552	0.08485699655
553	0.08462323347
554	0.08438905522
555	0.08410551755
556	0.08380666027
557	0.08357722411
558	0.08326761813
559	0.08301715652
560	0.0828288944
561	0.08262145302
562	0.08231755196
563	0.08209061202
564	0.08178625051
565	0.08161097969
566	0.08142596901
567	0.08116189854
568	0.08092010496
569	0.08059363782
570	0.0803936674
571	0.08021565334
572	0.08001311974
573	0.07980439508
574	0.07946027682
575	0.07927068101
576	0.07897948552
577	0.07887104179
578	0.07864070946
579	0.07847651177
580	0.0782060554
581	0.07796170713
582	0.07776583401
583	0.07753526552
584	0.07732605879
585	0.07718541389
586	0.07692221309
587	0.07676351529
588	0.07647933736
589	0.0761774952
590	0.07603129428
591	0.07571013793
592	0.07544538721
593	0.07535791837
594	0.07514273697
595	0.07484827042
596	0.07451497661
597	0.07434674735
598	0.07417460218
599	0.07403908582
600	0.07394343976
601	0.07366775949
602	0.07339347759
603	0.07324189005
604	0.07311924455
605	0.07287188412
606	0.07269486935
607	0.07259427685
608	0.07231531156
609	0.07199518152
610	0.07181484474
611	0.07164835878
612	0.07155766821
613	0.07125474636
614	0.07098264025
615	0.0708747954
616	0.07065788056
617	0.07044359067
618	0.07026066227
619	0.06999985325
620	0.06975499706
621	0.06954479176
622	0.06946552512
623	0.06928571379
624	0.06908741276
625	0.06888943542
626	0.06875021287
627	0.0685530009
628	0.06837238532
629	0.06818281395
630	0.06797486757
631	0.06781983183
632	0.06766273732
633	0.06754641484
634	0.0674362622
635	0.06728132259
636	0.06709402819
637	0.06693329007
638	0.06676245633
639	0.06665155236
640	0.0665940106
641	0.06635242446
642	0.06621636805
643	0.06600668319
644	0.06579212905
645	0.06562826219
646	0.06543696599
647	0.06529122201
648	0.06515294873
649	0.06494316601
650	0.06480572792
651	0.06457473514
652	0.06439470839
653	0.06430514561
654	0.06404009839
655	0.06387094699
656	0.06376400016
657	0.06369252046
658	0.06361662867
659	0.06345266945
660	0.06324538265
661	0.06304113738
662	0.06293417349
663	0.06281644035
664	0.0627419865
665	0.06258615174
666	0.06249503434
667	0.06231166986
668	0.06211436833
669	0.06193530503
670	0.06181153601
671	0.06168848092
672	0.06151714332
673	0.06127486569
674	0.06116457447
675	0.06100799831
676	0.06087344675
677	0.06068383973
678	0.06058651736
679	0.06042426837
680	0.06027464187
681	0.06010547404
682	0.05993042549
683	0.05966885636
684	0.05941584077
685	0.0592250202
686	0.05901193399
687	0.05893087031
688	0.05878275899
689	0.05861241892
690	0.05841518812
691	0.05828357022
692	0.05816117691
693	0.05803560739
694	0.05785772761
695	0.05770609131
696	0.05752352618
697	0.05743649778
698	0.05732046565
699	0.05721342038
700	0.05703930005
701	0.05688282432
702	0.05670695028
703	0.0565824971
704	0.05644461889
705	0.05626580821
706	0.05607177842
707	0.05593366118
708	0.05579337946
709	0.05560465868
710	0.0554548265
711	0.0553074756
712	0.05520388706
713	0.05507105349
714	0.05492177874
715	0.05472541577
716	0.05450077108
717	0.0543782018
718	0.05416573863
719	0.05401423658
720	0.05383829188
721	0.05370637453
722	0.05349974749
723	0.05336809042
724	0.05316428489
725	0.05308191527
726	0.05292427836
727	0.05278405282
728	0.05265533349
729	0.05255790953
730	0.05239665669
731	0.0522925141
732	0.05215032494
733	0.05201351122
734	0.05186420986
735	0.05173046335
736	0.05156367049
737	0.05148357471
738	0.05138989864
739	0.05128734887
740	0.05121314969
741	0.05116466672
742	0.05103422332
743	0.05092329763
744	0.05079455439
745	0.05069884766
746	0.05058570925
747	0.05047023858
748	0.05040529623
749	0.05031002831
750	0.0502140657
751	0.05012395241
752	0.05001414782
753	0.04990256694
754	0.04979861167
755	0.04970815982
756	0.04957858173
757	0.04948423959
758	0.04940042401
759	0.0492585967
760	0.0491422586
761	0.04900438548
762	0.04885398444
763	0.0486849026
764	0.0484811434
765	0.04834005877
766	0.04825802507
767	0.04815688686
768	0.04807932516
769	0.04793238539
770	0.04780285445
771	0.04773115278
772	0.0476104879
773	0.0475028918
774	0.04731784141
775	0.04720319383
776	0.04703090551
777	0.04690477866
778	0.04677703844
779	0.04668485505
780	0.04660333348
781	0.0465098798
782	0.0464130526
783	0.04629886312
784	0.0461743554
785	0.04607789783
786	0.04595528582
787	0.04585514706
788	0.04575458317
789	0.04562544417
790	0.04548520232
791	0.04534895031
792	0.0453059192
793	0.0452139619
794	0.04511984565
795	0.0449843977
796	0.04488288184
797	0.0447570344
798	0.04464230947
799	0.0444740636
800	0.04437470711
801	0.04425053175
802	0.04403267457
803	0.04398371336
804	0.0439178994
805	0.04377722014
806	0.04372067799
807	0.04365485152
808	0.04360342964
809	0.04351869052
810	0.04340403833
811	0.04331618954
812	0.0432226473
813	0.0431492807
814	0.04306887124
815	0.04299682582
816	0.04289312687
817	0.04280626565
818	0.04274238781
819	0.04265837687
820	0.04259315304
821	0.04244816446
822	0.04233164477
823	0.04225452398
824	0.04212124177
825	0.04201966395
826	0.04196532651
827	0.04192144444
828	0.04182994812
829	0.04171770685
830	0.04153169157
831	0.04145709964
832	0.04135373615
833	0.04125765648
834	0.0411624075
835	0.04108519459
836	0.04101999157
837	0.04093145025
838	0.04084062316
839	0.04069919107
840	0.04057287722
841	0.04048342115
842	0.04040047741
843	0.04032717484
844	0.04026973519
845	0.04021138511
846	0.04010045417
847	0.03996261946
848	0.03992551554
849	0.03980295419
850	0.03973996722
851	0.03969847495
852	0.03959784534
853	0.03951572947
854	0.03943026923
855	0.03934305
856	0.03925736418
857	0.03920183558
858	0.03915317143
859	0.03907458215
860	0.0390193978
861	0.03893396543
862	0.03878120796
863	0.0387046697
864	0.03856272572
865	0.03841499111
866	0.03833561578
867	0.03825360417
868	0.03817659331
869	0.03809185395
870	0.03798328191
871	0.03787215557
872	0.03779461711
873	0.03770346259
874	0.03760189759
875	0.03747864582
876	0.03740826483
877	0.03730225511
878	0.0371156602
879	0.0370385675
880	0.03693869637
881	0.03682276962
882	0.03674480969
883	0.03662511277
884	0.03653123153
885	0.03646976369
886	0.03640908571
887	0.03632363243
888	0.03625177828
889	0.03619491252
890	0.0361150845
891	0.03603717579
892	0.03594077908
893	0.03585809761
894	0.03579294397
895	0.03572409217
896	0.03565590077
897	0.03558848131
898	0.03550480719
899	0.03546584113
900	0.03542227008
901	0.0353165329
902	0.03521938142
903	0.03514266201
904	0.03508182862
905	0.03502116223
906	0.03492948898
907	0.03484724153
908	0.03478613078
909	0.03471644085
910	0.03465246746
911	0.03456041545
912	0.03446655283
913	0.03441024526
914	0.03429685959
915	0.03421381957
916	0.03409474397
917	0.03401524494
918	0.03396668725
919	0.03386448327
920	0.03376993664
921	0.03367876178
922	0.03364271965
923	0.03356034265
924	0.03350239818
925	0.03342308993
926	0.03336336118
927	0.03332361917
928	0.03328387658
929	0.03318426358
930	0.03311042777
931	0.03299817579
932	0.0328951098
933	0.0328616655
934	0.03276299947
935	0.03270743436
936	0.03264468056
937	0.03257061631
938	0.03251343432
939	0.03243465039
940	0.0324087339
941	0.03236146914
942	0.03230456534
943	0.03220259168
944	0.0321371033
945	0.03206116255
946	0.03200817205
947	0.03195924966
948	0.03190951523
949	0.03182805886
950	0.03173636749
951	0.03168405283
952	0.03163462452
953	0.03155910826
954	0.03151748011
955	0.03148213116
956	0.03141646953
957	0.0313293699
958	0.03124149968
959	0.03115975945
960	0.0310689335
961	0.03098344278
962	0.03093348162
963	0.03085009235
964	0.03078697132
965	0.03073070201
966	0.03069569793
967	0.03064360207
968	0.03058764246
969	0.03050362433
970	0.03042711473
971	0.03033298788
972	0.0302313978
973	0.03018349778
974	0.03013240708
975	0.03010051808
976	0.03002267696
977	0.02995949473
978	0.02986981322
979	0.02980742903
980	0.02972950219
981	0.02966656402
982	0.02960412234
983	0.02955591919
984	0.02949715085
985	0.02946096807
986	0.02939616794
987	0.02934375275
988	0.02928662016
989	0.02924139151
990	0.02916856696
991	0.02911754007
992	0.02906165583
993	0.02900075859
994	0.02893232206
995	0.02887857669
996	0.02883434463
997	0.02873794711
998	0.02868017179
999	0.02862423341
1000	0.02853147734
1001	0.0284616602
1002	0.02838989492
1003	0.02831390778
1004	0.02826180153
1005	0.02818681982
1006	0.02811108649
1007	0.02806725092
1008	0.02801479035
1009	0.02796920222
1010	0.02788377048
1011	0.02784038943
1012	0.02780786866
1013	0.0277569265
1014	0.02771698727
1015	0.02768713505
1016	0.02762201558
1017	0.02755512057
1018	0.02750038903
1019	0.02744419543
1020	0.02738955695
1021	0.027329075
1022	0.0272759997
1023	0.02722182698
1024	0.02714510594
1025	0.02706447043
1026	0.02698956782
1027	0.02693296298
1028	0.02688390372
1029	0.0268532743
1030	0.02681350406
1031	0.02675779451
1032	0.02670856381
1033	0.02664328242
1034	0.02659472282
1035	0.0265572957
1036	0.02646465829
1037	0.02643133271
1038	0.02639661557
1039	0.02636794918
1040	0.0263195679
1041	0.0262503744
1042	0.02621816885
1043	0.0261785785
1044	0.02614239531
1045	0.0260776929
1046	0.02602710241
1047	0.02597982325
1048	0.02594199524
1049	0.0258869028
1050	0.02584644595
1051	0.02577801824
1052	0.02572678066
1053	0.02567128268
1054	0.02562273902
1055	0.02558003213
1056	0.02553369494
1057	0.02547179344
1058	0.02540839872
1059	0.02536402619
1060	0.02531051812
1061	0.02528170018
1062	0.02522381966
1063	0.02517885187
1064	0.02512820749
1065	0.02510539871
1066	0.02503195654
1067	0.02497230482
1068	0.02493232629
1069	0.0248912602
1070	0.0248568029
1071	0.02479618636
1072	0.02473475439
1073	0.02468800587
1074	0.02465467246
1075	0.02462324307
1076	0.02456024566
1077	0.02448778303
1078	0.02445111113
1079	0.02441102633
1080	0.0243572826
1081	0.0243249772
1082	0.02428475119
1083	0.02424914166
1084	0.02419373386
1085	0.02414507945
1086	0.02408660669
1087	0.02403495484
1088	0.02398102643
1089	0.0238993209
1090	0.02386289815
1091	0.02379475508
1092	0.02373373604
1093	0.02369347697
1094	0.02363706246
1095	0.02359680922
1096	0.02355447011
1097	0.02350974999
1098	0.02346302713
1099	0.02342034359
1100	0.02337850411
1101	0.0233363075
1102	0.02328278588
1103	0.02323629371
1104	0.02320654872
1105	0.023140624
1106	0.0230604223
1107	0.02302494312
1108	0.02298212814
1109	0.02294222206
1110	0.02288715004
1111	0.02282570846
1112	0.02274707862
1113	0.02270230718
1114	0.02265331802
1115	0.02259648216
1116	0.02257352885
1117	0.02255126064
1118	0.02252628412
1119	0.02248082244
1120	0.02245296577
1121	0.02243136877
1122	0.02239720625
1123	0.02234900561
1124	0.02231683165
1125	0.02227408383
1126	0.0222374601
1127	0.02219415826
1128	0.02216348063
1129	0.02212194277
1130	0.02207522893
1131	0.02202099037
1132	0.02197594318
1133	0.02193920085
1134	0.02190423798
1135	0.02188024792
1136	0.02183444385
1137	0.02179545479
1138	0.02175797151
1139	0.02174116417
1140	0.02172682001
1141	0.02169031689
1142	0.02165712471
1143	0.02160749464
1144	0.02155343063
1145	0.02149722965
1146	0.02147441174
1147	0.02144991635
1148	0.02139674338
1149	0.02134182668
1150	0.0212988718
1151	0.02127553001
1152	0.02124406735
1153	0.02120445851
1154	0.02117240071
1155	0.02111291004
1156	0.02107265731
1157	0.02100914126
1158	0.02095255185
1159	0.02088983318
1160	0.02084464967
1161	0.02079825946
1162	0.0207631213
1163	0.02074398709
1164	0.02071844105
1165	0.02067933703
1166	0.02063485532
1167	0.02061919775
1168	0.02058004549
1169	0.02054973957
1170	0.02052431771
1171	0.0204793225
1172	0.02044524897
1173	0.02042081702
1174	0.02037083829
1175	0.02033901882
1176	0.02029840857
1177	0.0202622824
1178	0.0202283485
1179	0.0201729733
1180	0.02015201062
1181	0.02009953539
1182	0.0200638789
1183	0.02003494099
1184	0.01998562755
1185	0.01995380279
1186	0.01991503265
1187	0.01987752316
1188	0.01984309336
1189	0.01981765088
1190	0.01979135803
1191	0.01974991951
1192	0.01972578543
1193	0.01969075037
1194	0.01965237298
1195	0.01960779275
1196	0.01955191048
1197	0.01950389432
1198	0.01946828235
1199	0.01943294978
1200	0.01941158273
1201	0.0194011435
1202	0.01935803153
1203	0.01932949009
1204	0.01929938067
1205	0.01927253424
1206	0.01925220225
1207	0.01921738981
1208	0.01919024355
1209	0.0191555091
1210	0.01912470325
1211	0.01909987839
1212	0.01907405334
1213	0.01903343905
1214	0.01901081245
1215	0.0189789299
1216	0.01896191784
1217	0.01893117729
1218	0.01890264888
1219	0.01887667363
1220	0.01885202263
1221	0.01881717656
1222	0.01878459339
1223	0.0187645144
1224	0.01872966799
1225	0.01868854543
1226	0.01864288206
1227	0.01861902901
1228	0.01857376368
1229	0.01853354274
1230	0.0185112885
1231	0.01847944525
1232	0.01843788767
1233	0.01840201263
1234	0.01836488226
1235	0.01831717349
1236	0.01827540707
1237	0.01823132867
1238	0.01819537467
1239	0.01816296022
1240	0.01812870524
1241	0.01809227828
1242	0.0180633322
1243	0.01803837886
1244	0.01801137437
1245	0.01796169063
1246	0.01792805791
1247	0.01790154493
1248	0.01787332629
1249	0.0178501711
1250	0.01782190791
1251	0.0177877663
1252	0.01776095215
1253	0.01774079878
1254	0.01770803414
1255	0.01767293583
1256	0.01762927672
1257	0.017580918
1258	0.01753316931
1259	0.01748821937
1260	0.01744632475
1261	0.01740620529
1262	0.0173783545
1263	0.0173475913
1264	0.01732479294
1265	0.0173082459
1266	0.0172777234
1267	0.01723006395
1268	0.01718277839
1269	0.017148396
1270	0.0171146204
1271	0.01708995997
1272	0.01706450645
1273	0.01704359589
1274	0.01701845692
1275	0.01698474521
1276	0.01697413729
1277	0.01694850138
1278	0.01692762893
1279	0.0168915591
1280	0.01687280072
1281	0.01684182466
1282	0.0168223645
1283	0.01679228714
1284	0.01675446985
1285	0.01672102241
1286	0.01668997185
1287	0.01665961404
1288	0.01660966558
1289	0.01658810196
1290	0.0165610199
1291	0.01652881828
1292	0.01650871628
1293	0.01647127539
1294	0.01643664226
1295	0.01640128638
1296	0.01638182875
1297	0.01635153677
1298	0.01632854852
1299	0.01630514436
1300	0.01628860627
1301	0.01627610403
1302	0.01624085845
1303	0.01621313092
1304	0.016186341
1305	0.01617006701
1306	0.01615589967
1307	0.01613518316
1308	0.01611668053
1309	0.01609735438
1310	0.01606460916
1311	0.01604309147
1312	0.01603041559
1313	0.01599693262
1314	0.01596938207
1315	0.01593569923
1316	0.01589734214
1317	0.01587254325
1318	0.01583774971
1319	0.01581047251
1320	0.01579683131
1321	0.01577480391
1322	0.01574602957
1323	0.01572881011
1324	0.01570405497
1325	0.01568040016
1326	0.01564920838
1327	0.01563134666
1328	0.0156091297
1329	0.01558807489
1330	0.01557499823
1331	0.01555121744
1332	0.01553368824
1333	0.01550793762
1334	0.01547807371
1335	0.01544917617
1336	0.01542632546
1337	0.0154013
1338	0.01537364153
1339	0.01534965886
1340	0.01532008792
1341	0.01529461747
1342	0.01527665963
1343	0.01524935755
1344	0.01521390395
1345	0.01518933269
1346	0.01517310127
1347	0.01514599229
1348	0.01510954778
1349	0.01507999419
1350	0.0150470296
1351	0.01502613869
1352	0.01499665863
1353	0.01497850281
1354	0.01495001715
1355	0.01492249781
1356	0.01487651736
1357	0.01484459657
1358	0.01482804827
1359	0.01480704373
1360	0.01478121395
1361	0.01475345699
1362	0.01474276169
1363	0.01473108947
1364	0.01470617685
1365	0.01467827894
1366	0.01465634463
1367	0.01464437589
1368	0.01462548069
1369	0.01459449974
1370	0.01457780051
1371	0.0145518345
1372	0.01452332222
1373	0.01449178068
1374	0.0144679578
1375	0.0144390688
1376	0.01442234787
1377	0.01439999709
1378	0.01437123814
1379	0.01434987851
1380	0.01433821964
1381	0.01432353146
1382	0.01430254637
1383	0.01426947671
1384	0.01424543793
1385	0.01422418186
1386	0.01420309232
1387	0.01417599742
1388	0.01415328739
1389	0.0141353936
1390	0.01411698865
1391	0.01409558031
1392	0.01408761127
1393	0.01406854727
1394	0.01404174077
1395	0.01401205323
1396	0.01399298827
1397	0.01397946952
1398	0.01395883616
1399	0.01394436861
1400	0.0139218299
1401	0.01390239241
1402	0.0138847628
1403	0.01387410464
1404	0.01385517013
1405	0.01383756576
1406	0.01381861337
1407	0.01380357657
1408	0.01378753608
1409	0.0137730046
1410	0.01375548507
1411	0.0137466296
1412	0.01371265991
1413	0.01368565594
1414	0.01366292415
1415	0.01364551462
1416	0.01362114958
1417	0.01360153823
1418	0.01358524756
1419	0.01356674567
1420	0.01354035588
1421	0.01350976528
1422	0.0134898888
1423	0.01347418755
1424	0.01345994455
1425	0.01344624283
1426	0.01342578816
1427	0.01340730821
1428	0.01337805647
1429	0.01336435579
1430	0.01334056355
1431	0.01331401722
1432	0.01329331736
1433	0.01326718948
1434	0.01324836741
1435	0.01322709088
1436	0.01320389042
1437	0.01318424431
1438	0.01316885884
1439	0.01315009585
1440	0.01311873189
1441	0.01309652927
1442	0.01307885139
1443	0.01306483239
1444	0.01304458058
1445	0.01301905503
1446	0.01299195941
1447	0.01297610211
1448	0.01295688259
1449	0.01294555881
1450	0.01293057529
1451	0.01291329226
1452	0.01289168853
1453	0.012882261
1454	0.01287152108
1455	0.01284354238
1456	0.01282833616
1457	0.01281804338
1458	0.01279834717
1459	0.01277940905
1460	0.01276544675
1461	0.012750912
1462	0.01273402099
1463	0.01270927158
1464	0.01269745144
1465	0.01267872423
1466	0.01266376762
1467	0.01265680178
1468	0.01263988218
1469	0.01261682336
1470	0.0126009812
1471	0.01260098115
1472	0.01257632136
1473	0.01255809228
1474	0.01254682472
1475	0.01253117682
1476	0.01252294863
1477	0.01250348264
1478	0.01248631976
1479	0.0124672635
1480	0.01244526754
1481	0.01243023867
1482	0.01241495478
1483	0.01239743662
1484	0.01238223334
1485	0.01236515607
1486	0.01234890685
1487	0.01232741047
1488	0.0123139543
1489	0.01229051258
1490	0.01226963624
1491	0.0122532278
1492	0.01223683349
1493	0.01222311814
1494	0.01221336061
1495	0.01219253012
1496	0.01216817097
1497	0.01215096005
1498	0.01212939472
1499	0.01211434481
1500	0.01210084079
1501	0.01208037486
1502	0.01206595963
1503	0.01204733981
